OBJECTID,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,related_stations,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_charging_units,federal_agency_id,federal_agency_code,federal_agency_name,ev_network_ids_station,ev_network_ids_posts,x,y
1449,public,24 hours daily,,A Cash D M V Voyager Wright_Exp,10/11/2024 12:00:00 AM,,E85,Public,28637,MD,7/15/2006 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Thorntons #125,630-820-6468,11/18/2025 6:12:11 PM,200-9,41.741088,-88.246494,Aurora,US,,,IL,2800 Ogden Ave,60504,,,,,,,,,,1,[""E15""],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9823554.7764,5122274.2392
1454,public,24 hours daily,,A Cash D M V Voyager Wright_Exp,10/11/2024 12:00:00 AM,,E85,Public,28770,MD,12/15/2005 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Speedway #1419,708-301-2388,2/12/2025 12:16:32 AM,200-9,41.614843,-87.931122,Homer Glen,US,,,IL,15060 S Bell Rd,60491,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9788447.7259,5103458.2663
1455,public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V Wright_Exp,9/12/2025 12:00:00 AM,,E85,Public - Credit card at all times,28773,MD,11/15/2005 12:00:00 AM,P,[],0,E,,STANDALONE_STATION,Piatt Service Co,217-762-2133,9/12/2025 9:23:31 PM,200-9,40.023427,-88.575339,Monticello,US,,,IL,427 W Marion,61856,,,,,,,,,,1,[""E15""],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,None,,,,,,-9860161.6343,4869347.2115
1456,public,7am-4:30pm daily,CREDIT_CARD_AFTER_HOURS,A D M V Voyager Wright_Exp,9/12/2025 12:00:00 AM,,E85,Public - Credit card after hours,28776,MD,1/17/2020 12:00:00 AM,P,[],0,E,,STANDALONE_STATION,FS Fast Stop Express,309-792-0636,9/12/2025 9:23:31 PM,200-8,41.51064,-90.40627,Silvis,US,,,IL,1601 1st Ave,61282,,,,,,,,,,1,"[""E15"",""E30-E35""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit après les heures d'ouverture,,None,,,,,,-10063979.9409,5087955.2337
1471,public,24 hours daily,,A Cash D Debit M V Voyager Wright_Exp,9/12/2025 12:00:00 AM,,E85,Public,29184,MD,2/15/2006 12:00:00 AM,P,[],0,E,,TRAVEL_CENTER,Fast Stop Travel Center,217-324-7114,9/12/2025 9:23:31 PM,200-8,39.17685,-89.67478,Litchfield,US,,,IL,4 Corvette Dr,62056,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9982550.8466,4747035.5697
1494,public,7am-4:30pm daily,CREDIT_CARD_AFTER_HOURS,Cash D M V,9/12/2025 12:00:00 AM,,E85,Public - Credit card after hours,29430,MD,4/15/2006 12:00:00 AM,P,"[""{'id': 14137, 'access_code': 'public', 'fuel_type_code': 'LPG'}""]",0,E,,FUEL_RESELLER,Blick & Blick Oil Inc,309-582-2012,9/12/2025 9:23:31 PM,200-9,41.200666,-90.74496,Aledo,US,0.5 block north of Highway 17,,IL,203 SE 5th Ave,61231,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit après les heures d'ouverture,,None,,,,,,-10101682.7393,5041985.0611
1510,public,7:30am-4pm M-F,CREDIT_CARD_AFTER_HOURS,A Cash D M V,9/12/2025 12:00:00 AM,,E85,Public - Credit card after hours,29841,MD,6/15/2006 12:00:00 AM,P,[],0,E,,GAS_STATION,Carroll Service Co,815-493-2478,9/12/2025 9:23:31 PM,GPS,42.0956467389169,-89.8395084817536,Lanark,US,,,IL,505 W Illinois Route 64,61046,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit après les heures d'ouverture,,None,,,,,,-10000888.3373,5175317.6468
1523,public,24 hours daily,,A Cash D M V Voyager Wright_Exp,10/11/2024 12:00:00 AM,,E85,Public,30034,MD,8/15/2006 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Thorntons #351,309-694-1777,11/18/2025 9:45:48 PM,200-9,40.731988,-89.520297,East Peoria,US,,,IL,107 W Spring Creek Rd,61611,,,,,,,,,,1,[""E15""],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9965353.8777,4972889.9674
1536,public,24 hours daily,,A Cash D M V Voyager Wright_Exp,10/11/2024 12:00:00 AM,,E85,Public,30076,MD,8/15/2006 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Thorntons #364,815-433-4101,11/18/2025 9:49:41 PM,GPS,41.372708,-88.836283,Ottawa,US,,,IL,102 W Etna Rd,61350,,,,,,,,,,1,[""E15""],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9889209.7875,5067472.4192
1575,public,8:30am-3:30pm daily,,A Cash Checks D M V,9/12/2025 12:00:00 AM,,LPG,Public,30377,HD,10/9/2006 12:00:00 AM,P,[],0,E,,FUEL_RESELLER,Ferrellgas,309-787-1115,9/12/2025 9:23:31 PM,200-9,41.443053,-90.60959,Rock Island,US,At intersection of Andalusia Rd and 31st,,IL,7801 31st St W,61201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[""ACME""],1,,,,,,,,,,,,Public,,None,,,,,,-10086613.4198,5077913.1671
1576,public,7:15am-6:40pm daily,CREDIT_CARD_AFTER_HOURS,Cash Checks D Debit,11/6/2024 12:00:00 AM,,E85,Public - Credit card after hours,30397,HD,1/15/2007 12:00:00 AM,P,[],0,E,,GROCERY,Woodman's Grocery,630-723-3900,9/12/2025 9:22:13 PM,200-8,41.804458,-88.371594,North Aurora,US,,,IL,151 Hansen Blvd,60542,,,,,,,,,,1,[""E15""],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit après les heures d'ouverture,,None,,,,,,-9837480.8447,5131733.0573
1763,public,24 hours daily,,A Cash D Debit M V Voyager Wright_Exp,10/13/2025 12:00:00 AM,,E85,Public,32648,MD,9/15/2007 12:00:00 AM,P,[],0,E,,CARWASH,Citgo - Aisha Wash and Fuel Island,773-889-0241,10/13/2025 8:52:30 PM,200-9,41.930943,-87.765779,Chicago,US,,,IL,5549 W Diversey Ave,60639,,,,,,,,,,1,[""E15""],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9770041.8274,5150640.6468
1777,public,6am-10pm daily,,A Cash Checks CREDIT D Debit M V Voyager Wright_Exp,7/3/2025 12:00:00 AM,,E85,Public,32743,MD,11/15/2007 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Meijer Gas #207,309-888-0829,7/3/2025 7:13:02 PM,GPS,40.510825,-88.948469,Normal,US,,,IL,1800 E College Ave,61761,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9901698.2759,4940454.0275
1808,public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V Voyager Wright_Exp,9/12/2025 12:00:00 AM,,E85,Public - Credit card at all times,32958,MD,3/15/2008 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Mobil - North Damen Mart,773-528-0461,9/12/2025 9:23:31 PM,200-8,41.932702,-87.67812,Chicago,US,,,IL,2801 N Damen Ave,60618,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,None,,,,,,-9760283.6721,5150903.8547
1841,public,24 hours daily,,A Cash D FuelMan M V Voyager Wright_Exp,9/12/2025 12:00:00 AM,,E85,Public,33072,MD,5/15/2008 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Mobil - Midway,773-585-8912,9/12/2025 9:23:31 PM,200-9,41.744262,-87.72134,Chicago,US,,,IL,8145 S Pulaski,60652,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9765094.9005,5122747.7789
1843,private,,GOVERNMENT,,10/13/2025 12:00:00 AM,,E85,Private - Government only,33084,MD,6/15/2008 12:00:00 AM,LG,[],,E,,MUNI_GOV,City of Chicago FS#6,,10/13/2025 8:52:30 PM,200-9,41.710606,-87.623157,Chicago,US,101st and Stony Island,,IL,10101 S Stoney Island,60617,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,None,,,,,,-9754165.2189,5117727.719
1844,private,,GOVERNMENT,,10/13/2025 12:00:00 AM,,E85,Private - Government only,33085,HD,6/15/2008 12:00:00 AM,LG,[],,E,,MUNI_GOV,City of Chicago FS#5,,10/13/2025 8:52:30 PM,200-8,41.962551,-87.748808,Chicago,US,Sunnyside and Lamon,,IL,4833 W Sunnyside Ave,60630,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,None,,,,,,-9768152.6243,5155371.4151
1845,private,,GOVERNMENT,,10/13/2025 12:00:00 AM,,E85,Private - Government only,33086,MD,6/15/2008 12:00:00 AM,LG,[],,E,,MUNI_GOV,City of Chicago FS#3,,10/13/2025 8:52:30 PM,200-9,41.889066,-87.732603,Chicago,US,Ferdinand and Tripp,,IL,4233 W Ferdinand,60624,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,None,,,,,,-9766348.6919,5144376.5265
1846,private,,GOVERNMENT,,10/13/2025 12:00:00 AM,,E85,Private - Government only,33087,MD,3/15/2010 12:00:00 AM,LG,[],,E,,MUNI_GOV,City of Chicago FS#9,,10/13/2025 8:52:30 PM,200-8,41.776439,-87.625954,Chicago,US,65th and State,,IL,25 W 65th St,60621,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,None,,,,,,-9754476.5796,5127549.6952
1847,private,,GOVERNMENT,,10/13/2025 12:00:00 AM,,E85,Private - Government only,33088,MD,6/15/2008 12:00:00 AM,LG,[],,E,,MUNI_GOV,City of Chicago FS#7,,10/13/2025 8:52:30 PM,GPS,41.9594031055501,-87.8394699338684,Chicago,US,O'Hare Airport,,IL,10000 W Montrose Ave,60666,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,None,,,,,,-9778245.0646,5154900.1647
1848,private,,GOVERNMENT,,10/13/2025 12:00:00 AM,,E85,Private - Government only,33089,HD,10/15/2008 12:00:00 AM,LG,[],,E,,MUNI_GOV,City of Chicago FS#4,,10/13/2025 8:52:30 PM,200-8,41.826171,-87.659383,Chicago,US,Iron and 37th,,IL,3746 S Iron,60609,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,None,,,,,,-9758197.8788,5134976.1638
1879,public,24 hours daily,,A Cash D M V Voyager Wright_Exp,9/12/2025 12:00:00 AM,,E85,Public,33225,MD,7/15/2008 12:00:00 AM,P,[],0,E,,TRAVEL_CENTER,Petro Travel Plaza,815-562-3716,9/12/2025 9:23:31 PM,200-9,41.93549,-89.032205,Rochelle,US,Exit 99 off of Route 39,,IL,900 Petro Dr,61068,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9911019.7248,5151321.0518
1884,public,6am-9pm daily,CREDIT_CARD_AFTER_HOURS,A Cash D Debit M V Wright_Exp,9/12/2025 12:00:00 AM,,E85,Public - Credit card after hours,33246,,7/15/2008 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Shell - Gages Lake,847-223-9033,9/12/2025 9:23:31 PM,GPS,42.356644,-88.003008,Gages Lake,US,,,IL,33978 N US 45,60030,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit après les heures d'ouverture,,None,,,,,,-9796450.0388,5214553.6053
1943,private,,GOVERNMENT,,9/12/2025 12:00:00 AM,,LPG,Private - Government only,33571,HD,12/18/2008 12:00:00 AM,LG,"[""{'id': 61139, 'access_code': 'private', 'fuel_type_code': 'BD'}"",""{'id': 61137, 'access_code': 'private', 'fuel_type_code': 'CNG'}"",""{'id': 61138, 'access_code': 'private', 'fuel_type_code': 'E85'}""]",,E,,MUNI_GOV,Forest Preserve District of DuPage County,,9/12/2025 9:23:31 PM,GPS,41.8421803,-88.1857023576721,West Chicago,US,,,IL,29 W 220 Mack Rd,60185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[""QUICK_CONNECT""],,,,,,,,,,,,,Privé - Réservé au gouvernement,,None,,,,,,-9816787.4817,5137368.0562
1982,public,5am-12am daily,CREDIT_CARD_AFTER_HOURS,A Cash D Debit M V Voyager Wright_Exp,9/12/2025 12:00:00 AM,,E85,Public - Credit card after hours,33777,,1/1/2007 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Shell - East Dundee,847-428-4205,9/12/2025 9:23:31 PM,200-8,42.088071,-88.244838,East Dundee,US,,,IL,1097 E Main St,60118,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit après les heures d'ouverture,,None,,,,,,-9823370.4313,5174181.1959
1983,public,24 hours daily,,A Cash Checks D Debit M V Voyager Wright_Exp,9/12/2025 12:00:00 AM,,E85,Public,33778,MD,1/27/2009 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Midwest Petroleum - ZX,618-288-1321,9/12/2025 9:23:31 PM,200-9,38.77384,-89.957272,Glen Carbon,US,,,IL,4001 S State Route 159,62034,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-10013997.7122,4689327.6739
1984,public,6am-10pm daily,,A Cash Checks D M V Voyager Wright_Exp,7/3/2025 12:00:00 AM,,E85,Public,33783,MD,8/1/2008 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Meijer Gas #247,217-365-5229,7/3/2025 7:13:02 PM,GPS,40.0843650967299,-88.1898274544922,Urbana,US,,,IL,2602 S Philo Rd,61802,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9817246.6854,4878209.5697
2023,public,24 hours daily; pay lot,,,9/12/2024 12:00:00 AM,,ELEC,Public,33921,LD,1/15/2009 12:00:00 AM,LG,[],0,E,,PAY_GARAGE,City of Champaign - Hill Street Parking Deck,217-403-4700,2/12/2025 12:16:32 AM,GPS,40.119161,-88.244185,Champaign,US,"From Neil St head west on Hill or enter the deck from Randolph St between Church and Hill. Four charging stations on 3rd floor, east end of parking deck.",,IL,123 W Hill St,61820,,,,,,,,,,,,[""J1772""],,,4,Non-Networked,,,Free,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'Non-Networked', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Non-Networked', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Non-Networked', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Non-Networked', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,,,-9823297.7397,4883273.5708
2026,public,5am-11pm daily,CREDIT_CARD_AFTER_HOURS,A Cash D Debit M V Voyager Wright_Exp,9/12/2025 12:00:00 AM,,E85,Public - Credit card after hours,33934,MD,12/23/2008 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Mobil - Lisle,630-963-2810,9/12/2025 9:23:31 PM,GPS,41.7864849897213,-88.0745290846558,Lisle,US,,,IL,5500 S Lincoln,60532,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit après les heures d'ouverture,,None,,,,,,-9804411.7296,5129049.3962
2059,public,"6am-9pm M-Sat, 9am-5pm Sun",CREDIT_CARD_AFTER_HOURS,A Cash Checks D FuelMan M V Voyager Wright_Exp,9/12/2025 12:00:00 AM,,E85,Public - Credit card after hours,34186,MD,4/3/2009 12:00:00 AM,P,"[""{'id': 34975, 'access_code': 'public', 'fuel_type_code': 'LPG'}""]",0,E,,CONVENIENCE_STORE,Effingham Fast Stop General Store,217-472-0519,11/14/2025 4:37:09 PM,GPS,39.117958,-88.537445,Effingham,US,,,IL,1104 S Willow St,62401,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit après les heures d'ouverture,,None,,,,,,-9855943.2935,4738582.156
2060,public,24 hours daily,,A Cash Checks D Debit FuelMan M V Voyager Wright_Exp,10/13/2025 12:00:00 AM,,E85,Public,34187,MD,4/14/2009 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Fast Stop,618-662-2423,10/13/2025 8:52:30 PM,GPS,38.6719334180705,-88.4554450424194,Flora,US,,,IL,11109 Old Highway 50,62839,,,,,,,,,,1,[""E30-E35""],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9846815.1,4674787.2042
2240,public,7am-7pm daily,CREDIT_CARD_AFTER_HOURS,A Cash Checks D GasCard M V Voyager Wright_Exp,10/13/2025 12:00:00 AM,,LPG,Public - Credit card after hours,34935,HD,8/13/2009 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Fuel 24,217-824-3833,10/13/2025 8:52:30 PM,200-9,39.561728,-89.306125,Taylorville,US,At Route 29,,IL,1200 N Cheney St,62568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[""ACME""],0,,,,,,,,,,,,Public - Carte de crédit après les heures d'ouverture,,None,,,,,,-9941512.3597,4802456.6931
2241,public,7:30am-4:30pm M-F,,A Cash D M V,10/13/2025 12:00:00 AM,,LPG,Public,34936,HD,8/13/2009 12:00:00 AM,P,[],0,E,,GAS_STATION,South Central FS,217-849-2241,10/13/2025 8:52:30 PM,GPS,39.2643241613476,-88.2442106772461,Toledo,US,,,IL,708 S Meridian St,62468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[""ACME""],0,,,,,,,,,,,,Public,,None,,,,,,-9823300.598,4759604.775
2242,public,"8am-4:30pm M-F, 8am-5pm Sat",,A Cash D M V,10/13/2025 12:00:00 AM,,LPG,Public,34937,HD,8/13/2009 12:00:00 AM,P,[],0,E,,FUEL_RESELLER,Illini FS Farmtown,217-384-8300,10/13/2025 8:52:30 PM,200-9,40.115073,-88.188064,Urbana,US,,,IL,1509 E University Ave,61802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[""ACME""],0,,,,,,,,,,,,Public,,None,,,,,,-9817050.3785,4882678.4918
2249,public,"6am-9pm M-Sat, 9am-5pm Sun",,A Cash Checks D FuelMan M V Voyager Wright_Exp,9/12/2025 12:00:00 AM,,LPG,Public,34975,HD,8/13/2009 12:00:00 AM,P,"[""{'id': 34186, 'access_code': 'public', 'fuel_type_code': 'E85'}""]",0,E,,CONVENIENCE_STORE,Effingham Fast Stop General Store,217-472-0519,11/14/2025 4:37:09 PM,GPS,39.117958,-88.537445,Effingham,US,,,IL,1104 S Willow St,62401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[""ACME""],0,,,,,,,,,,,,Public,,None,,,,,,-9855943.2935,4738582.156
2290,public,24 hours daily,,A Cash Checks D Debit M V Voyager Wright_Exp,9/12/2025 12:00:00 AM,,E85,Public,35115,MD,6/15/2009 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Green Mount MotoMart,618-622-8379,9/12/2025 9:23:31 PM,GPS,38.5702449997393,-89.9298578568725,Shiloh,US,,,IL,1790 Frank Scott Pkwy E,62269,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-10010945.9837,4660298.4805
2291,public,7am-4:30pm daily; Also accepts Fuel-24 card,CREDIT_CARD_AFTER_HOURS,A Cash Checks D M Proprietor V Wright_Exp,9/12/2025 12:00:00 AM,,E85,Public - Credit card after hours,35119,MD,6/15/2009 12:00:00 AM,P,[],0,E,,STANDALONE_STATION,Annawan Fast Stop,309-937-3369,9/12/2025 9:23:31 PM,200-9,41.401124,-89.904588,Annawan,US,,,IL,227 N Canal St,61234,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit après les heures d'ouverture,,None,,,,,,-10008132.9561,5071688.619
2372,public,"5:30am-11pm M-F, 7am-12am Sat, 7am-10pm Sun",,A Cash D M V,10/11/2024 12:00:00 AM,,E85,Public,35533,MD,10/15/2017 12:00:00 AM,P,"[""{'id': 303618, 'access_code': 'public', 'fuel_type_code': 'BD'}""]",0,E,,CONVENIENCE_STORE,Power Mart,630-592-4599,9/15/2025 8:23:02 PM,200-9,41.919913,-87.958905,Elmhurst,US,,,IL,572 W Lake St,60126,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9791540.5153,5148990.3389
2397,public,24 hours daily,,A Cash Checks D M V Voyager Wright_Exp,10/11/2024 12:00:00 AM,,E85,Public,35602,MD,12/15/2009 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Thorntons #386,217-359-3128,11/18/2025 9:57:16 PM,200-9,40.116096,-88.277322,Champaign,US,,,IL,101 S Mattis Ave,61821,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9826986.5336,4882827.4038
2420,public,6am-9pm daily,CREDIT_CARD_AFTER_HOURS,A Cash D Debit M V Voyager Wright_Exp,9/12/2025 12:00:00 AM,,E85,Public - Credit card after hours,35653,HD,5/21/2010 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,E-K Petro Mart,217-728-4316,9/12/2025 9:23:31 PM,200-8,39.59681,-88.6096,Sullivan,US,,,IL,305 S Hamilton St,61951,,,,,,,,,,1,"[""E30-E35"",""E40-Plus""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit après les heures d'ouverture,,None,,,,,,-9863975.5514,4807523.6303
2537,private,,GOVERNMENT,,10/13/2025 12:00:00 AM,,E85,Private - Government only,36318,MD,11/15/2011 12:00:00 AM,LG,[],,E,,MUNI_GOV,City of Chicago FS#2,,10/13/2025 8:52:30 PM,200-8,41.998997,-87.675032,Chicago,US,Devon and Ravenswood,,IL,6445 N Ravenswood Ave,60626,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,None,,,,,,-9759939.9175,5160829.2007
2538,private,,GOVERNMENT,,10/13/2025 12:00:00 AM,,E85,Private - Government only,36319,HD,11/10/2011 12:00:00 AM,LG,[],,E,,MUNI_GOV,City of Chicago FS#202,,10/13/2025 8:52:30 PM,200-8,41.778249,-87.750999,Chicago,US,63rd and Laramie,,IL,5150 W 63rd St,60638,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,None,,,,,,-9768396.5253,5127819.881
2539,private,,GOVERNMENT,,10/13/2025 12:00:00 AM,,E85,Private - Government only,36320,HD,3/31/2012 12:00:00 AM,LG,[],,E,,MUNI_GOV,City of Chicago FS#205,,10/13/2025 8:52:30 PM,200-8,41.940786,-87.690611,Chicago,US,Belmont & Western,,IL,3245 N Campbell,60618,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,None,,,,,,-9761674.1639,5152113.5969
2540,private,,GOVERNMENT,,10/13/2025 12:00:00 AM,,E85,Private - Government only,36321,HD,10/15/2011 12:00:00 AM,LG,[],,E,,MUNI_GOV,City of Chicago FS#8,,10/13/2025 8:52:30 PM,200-8,41.704048,-87.657047,Chicago,US,104th and Vincennes,,IL,10420 S Vincennes,60643,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,None,,,,,,-9757937.8365,5116749.8472
2600,public,24 hours daily,,A Cash D Debit M V Voyager Wright_Exp,10/13/2025 12:00:00 AM,,E85,Public,36780,MD,10/31/2008 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,BP,708-534-3050,10/13/2025 8:52:30 PM,GPS,41.456092,-87.733179,University Park,US,,,IL,450 Cicero Ave,60484,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9766412.812,5079849.6849
2620,public,24 hours daily,,A Cash D M V Voyager Wright_Exp,10/11/2024 12:00:00 AM,,E85,Public,36889,MD,12/20/2010 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,Circle K,815-416-1338,11/20/2025 4:25:01 PM,200-8,41.3725182,-88.4219927,Morris,US,,,IL,1501 N Division St,60450,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,None,,,,,,-9843091.2023,5067444.264
